,tradeMonth,tradeYear,averageTransactionCount,securitySubtype,tradeReportDate,productType
1188,3,2024,51781,,2025-01-01,MBS
1189,3,2024,166156,GD,2025-01-01,TBA
1190,3,2024,22241,NGD,2025-01-01,TBA
1191,3,2024,23442,,2025-01-01,ABS
1192,2,2024,48219,,2025-01-01,MBS
1193,2,2024,153343,GD,2025-01-01,TBA
1194,2,2024,25863,NGD,2025-01-01,TBA
1195,2,2024,27764,,2025-01-01,ABS
1196,1,2024,47248,,2025-01-01,MBS
1197,1,2024,179598,GD,2025-01-01,TBA
1198,1,2024,29504,NGD,2025-01-01,TBA
1199,1,2024,29438,,2025-01-01,ABS
1200,1,2025,52892,,2025-02-01,MBS
1201,1,2025,178129,GD,2025-02-01,TBA
1202,1,2025,29226,NGD,2025-02-01,TBA
1203,1,2025,32829,,2025-02-01,ABS
1204,12,2024,49310,,2025-02-01,MBS
1205,12,2024,168697,GD,2025-02-01,TBA
1206,12,2024,32285,NGD,2025-02-01,TBA
1207,12,2024,25847,,2025-02-01,ABS
1208,11,2024,50264,,2025-02-01,MBS
1209,11,2024,165262,GD,2025-02-01,TBA
1210,11,2024,33208,NGD,2025-02-01,TBA
1211,11,2024,27275,,2025-02-01,ABS
1212,10,2024,51162,,2025-02-01,MBS
1213,10,2024,169693,GD,2025-02-01,TBA
1214,10,2024,30117,NGD,2025-02-01,TBA
1215,10,2024,23464,,2025-02-01,ABS
1216,9,2024,53061,,2025-02-01,MBS
1217,9,2024,162467,GD,2025-02-01,TBA
1218,9,2024,32410,NGD,2025-02-01,TBA
1219,9,2024,22126,,2025-02-01,ABS
1220,8,2024,55949,,2025-02-01,MBS
1221,8,2024,178975,GD,2025-02-01,TBA
1222,8,2024,30781,NGD,2025-02-01,TBA
1223,8,2024,32610,,2025-02-01,ABS
1224,7,2024,48600,,2025-02-01,MBS
1225,7,2024,171460,GD,2025-02-01,TBA
1226,7,2024,26570,NGD,2025-02-01,TBA
1227,7,2024,24221,,2025-02-01,ABS
1228,6,2024,46753,,2025-02-01,MBS
1229,6,2024,166446,GD,2025-02-01,TBA
1230,6,2024,25341,NGD,2025-02-01,TBA
1231,6,2024,20735,,2025-02-01,ABS
1232,5,2024,60190,,2025-02-01,MBS
1233,5,2024,162482,GD,2025-02-01,TBA
1234,5,2024,33963,NGD,2025-02-01,TBA
1235,5,2024,20826,,2025-02-01,ABS
1236,4,2024,49571,,2025-02-01,MBS
1237,4,2024,164643,GD,2025-02-01,TBA
1238,4,2024,26788,NGD,2025-02-01,TBA
1239,4,2024,25076,,2025-02-01,ABS
1240,3,2024,51781,,2025-02-01,MBS
1241,3,2024,166156,GD,2025-02-01,TBA
1242,3,2024,22241,NGD,2025-02-01,TBA
1243,3,2024,23442,,2025-02-01,ABS
1244,2,2024,48219,,2025-02-01,MBS
1245,2,2024,153343,GD,2025-02-01,TBA
1246,2,2024,25859,NGD,2025-02-01,TBA
1247,2,2024,27764,,2025-02-01,ABS
1248,2,2025,61853,,2025-03-01,MBS
1249,2,2025,161520,GD,2025-03-01,TBA
1250,2,2025,24320,NGD,2025-03-01,TBA
1251,2,2025,21251,,2025-03-01,ABS
1252,1,2025,52893,,2025-03-01,MBS
1253,1,2025,178117,GD,2025-03-01,TBA
1254,1,2025,29813,NGD,2025-03-01,TBA
1255,1,2025,32829,,2025-03-01,ABS
1256,12,2024,49310,,2025-03-01,MBS
1257,12,2024,168697,GD,2025-03-01,TBA
1258,12,2024,32428,NGD,2025-03-01,TBA
1259,12,2024,25847,,2025-03-01,ABS
1260,11,2024,50264,,2025-03-01,MBS
1261,11,2024,165262,GD,2025-03-01,TBA
1262,11,2024,33329,NGD,2025-03-01,TBA
1263,11,2024,27275,,2025-03-01,ABS
1264,10,2024,51162,,2025-03-01,MBS
1265,10,2024,169693,GD,2025-03-01,TBA
1266,10,2024,30117,NGD,2025-03-01,TBA
1267,10,2024,23464,,2025-03-01,ABS
1268,9,2024,53061,,2025-03-01,MBS
1269,9,2024,162467,GD,2025-03-01,TBA
1270,9,2024,32410,NGD,2025-03-01,TBA
1271,9,2024,22126,,2025-03-01,ABS
1272,8,2024,55949,,2025-03-01,MBS
1273,8,2024,178975,GD,2025-03-01,TBA
1274,8,2024,30781,NGD,2025-03-01,TBA
1275,8,2024,32610,,2025-03-01,ABS
1276,7,2024,48600,,2025-03-01,MBS
1277,7,2024,171460,GD,2025-03-01,TBA
1278,7,2024,26570,NGD,2025-03-01,TBA
1279,7,2024,24221,,2025-03-01,ABS
1280,6,2024,46753,,2025-03-01,MBS
1281,6,2024,166446,GD,2025-03-01,TBA
1282,6,2024,25341,NGD,2025-03-01,TBA
1283,6,2024,20735,,2025-03-01,ABS
1284,5,2024,60190,,2025-03-01,MBS
1285,5,2024,162482,GD,2025-03-01,TBA
1286,5,2024,33963,NGD,2025-03-01,TBA
1287,5,2024,20826,,2025-03-01,ABS
1288,4,2024,49571,,2025-03-01,MBS
1289,4,2024,164643,GD,2025-03-01,TBA
1290,4,2024,26788,NGD,2025-03-01,TBA
1291,4,2024,25076,,2025-03-01,ABS
1292,3,2024,51781,,2025-03-01,MBS
1293,3,2024,166156,GD,2025-03-01,TBA
1294,3,2024,22241,NGD,2025-03-01,TBA
1295,3,2024,23442,,2025-03-01,ABS
1296,3,2025,48388,,2025-04-01,MBS
1297,3,2025,169452,GD,2025-04-01,TBA
1298,3,2025,26501,NGD,2025-04-01,TBA
1299,3,2025,25286,,2025-04-01,ABS
1300,2,2025,61860,,2025-04-01,MBS
1301,2,2025,161533,GD,2025-04-01,TBA
1302,2,2025,24421,NGD,2025-04-01,TBA
1303,2,2025,21251,,2025-04-01,ABS
1304,1,2025,52893,,2025-04-01,MBS
1305,1,2025,178120,GD,2025-04-01,TBA
1306,1,2025,29962,NGD,2025-04-01,TBA
1307,1,2025,32829,,2025-04-01,ABS
1308,12,2024,49310,,2025-04-01,MBS
1309,12,2024,168676,GD,2025-04-01,TBA
1310,12,2024,32557,NGD,2025-04-01,TBA
1311,12,2024,25847,,2025-04-01,ABS
1312,11,2024,50264,,2025-04-01,MBS
1313,11,2024,165262,GD,2025-04-01,TBA
1314,11,2024,33329,NGD,2025-04-01,TBA
1315,11,2024,27275,,2025-04-01,ABS
1316,10,2024,51162,,2025-04-01,MBS
1317,10,2024,169693,GD,2025-04-01,TBA
1318,10,2024,30117,NGD,2025-04-01,TBA
1319,10,2024,23464,,2025-04-01,ABS
1320,9,2024,53061,,2025-04-01,MBS
1321,9,2024,162467,GD,2025-04-01,TBA
1322,9,2024,32410,NGD,2025-04-01,TBA
1323,9,2024,22148,,2025-04-01,ABS
1324,8,2024,55949,,2025-04-01,MBS
1325,8,2024,178975,GD,2025-04-01,TBA
1326,8,2024,30781,NGD,2025-04-01,TBA
1327,8,2024,32610,,2025-04-01,ABS
1328,7,2024,48600,,2025-04-01,MBS
1329,7,2024,171460,GD,2025-04-01,TBA
1330,7,2024,26570,NGD,2025-04-01,TBA
1331,7,2024,24221,,2025-04-01,ABS
1332,6,2024,46753,,2025-04-01,MBS
1333,6,2024,166446,GD,2025-04-01,TBA
1334,6,2024,25341,NGD,2025-04-01,TBA
1335,6,2024,20735,,2025-04-01,ABS
1336,5,2024,60190,,2025-04-01,MBS
1337,5,2024,162482,GD,2025-04-01,TBA
1338,5,2024,33963,NGD,2025-04-01,TBA
1339,5,2024,20826,,2025-04-01,ABS
1340,4,2024,49571,,2025-04-01,MBS
1341,4,2024,164643,GD,2025-04-01,TBA
1342,4,2024,26788,NGD,2025-04-01,TBA
1343,4,2024,25076,,2025-04-01,ABS
1344,4,2025,49564,,2025-05-01,MBS
1345,4,2025,157017,GD,2025-05-01,TBA
1346,4,2025,27812,NGD,2025-05-01,TBA
1347,4,2025,24055,,2025-05-01,ABS
1348,3,2025,48288,,2025-05-01,MBS
1349,3,2025,169500,GD,2025-05-01,TBA
1350,3,2025,26626,NGD,2025-05-01,TBA
1351,3,2025,25286,,2025-05-01,ABS
1352,2,2025,61860,,2025-05-01,MBS
1353,2,2025,161541,GD,2025-05-01,TBA
1354,2,2025,24509,NGD,2025-05-01,TBA
1355,2,2025,21251,,2025-05-01,ABS
1356,1,2025,52893,,2025-05-01,MBS
1357,1,2025,178120,GD,2025-05-01,TBA
1358,1,2025,29836,NGD,2025-05-01,TBA
1359,1,2025,32829,,2025-05-01,ABS
1360,12,2024,49310,,2025-05-01,MBS
1361,12,2024,168676,GD,2025-05-01,TBA
1362,12,2024,32557,NGD,2025-05-01,TBA
1363,12,2024,25847,,2025-05-01,ABS
1364,11,2024,50264,,2025-05-01,MBS
1365,11,2024,165262,GD,2025-05-01,TBA
1366,11,2024,33329,NGD,2025-05-01,TBA
1367,11,2024,27275,,2025-05-01,ABS
1368,10,2024,51162,,2025-05-01,MBS
1369,10,2024,169693,GD,2025-05-01,TBA
1370,10,2024,30117,NGD,2025-05-01,TBA
1371,10,2024,23464,,2025-05-01,ABS
1372,9,2024,53061,,2025-05-01,MBS
1373,9,2024,162467,GD,2025-05-01,TBA
1374,9,2024,32410,NGD,2025-05-01,TBA
1375,9,2024,22148,,2025-05-01,ABS
1376,8,2024,55949,,2025-05-01,MBS
1377,8,2024,178975,GD,2025-05-01,TBA
1378,8,2024,30781,NGD,2025-05-01,TBA
1379,8,2024,32610,,2025-05-01,ABS
1380,7,2024,48600,,2025-05-01,MBS
1381,7,2024,171460,GD,2025-05-01,TBA
1382,7,2024,26570,NGD,2025-05-01,TBA
1383,7,2024,24221,,2025-05-01,ABS
1384,6,2024,46753,,2025-05-01,MBS
1385,6,2024,166446,GD,2025-05-01,TBA
1386,6,2024,25341,NGD,2025-05-01,TBA
1387,6,2024,20735,,2025-05-01,ABS
1388,5,2024,60190,,2025-05-01,MBS
1389,5,2024,162482,GD,2025-05-01,TBA
1390,5,2024,33963,NGD,2025-05-01,TBA
1391,5,2024,20826,,2025-05-01,ABS
1392,5,2025,49394,,2025-06-01,MBS
1393,5,2025,170030,GD,2025-06-01,TBA
1394,5,2025,31182,NGD,2025-06-01,TBA
1395,5,2025,26515,,2025-06-01,ABS
1396,4,2025,49553,,2025-06-01,MBS
1397,4,2025,157044,GD,2025-06-01,TBA
1398,4,2025,27827,NGD,2025-06-01,TBA
1399,4,2025,24055,,2025-06-01,ABS
1400,3,2025,48288,,2025-06-01,MBS
1401,3,2025,169500,GD,2025-06-01,TBA
1402,3,2025,26368,NGD,2025-06-01,TBA
1403,3,2025,25286,,2025-06-01,ABS
1404,2,2025,61860,,2025-06-01,MBS
1405,2,2025,161541,GD,2025-06-01,TBA
1406,2,2025,24509,NGD,2025-06-01,TBA
1407,2,2025,21251,,2025-06-01,ABS
1408,1,2025,52893,,2025-06-01,MBS
1409,1,2025,178120,GD,2025-06-01,TBA
1410,1,2025,29836,NGD,2025-06-01,TBA
1411,1,2025,32829,,2025-06-01,ABS
1412,12,2024,49310,,2025-06-01,MBS
1413,12,2024,168676,GD,2025-06-01,TBA
1414,12,2024,32557,NGD,2025-06-01,TBA
1415,12,2024,25847,,2025-06-01,ABS
1416,11,2024,50264,,2025-06-01,MBS
1417,11,2024,165262,GD,2025-06-01,TBA
1418,11,2024,33329,NGD,2025-06-01,TBA
1419,11,2024,27275,,2025-06-01,ABS
1420,10,2024,51162,,2025-06-01,MBS
1421,10,2024,169693,GD,2025-06-01,TBA
1422,10,2024,30117,NGD,2025-06-01,TBA
1423,10,2024,23464,,2025-06-01,ABS
1424,9,2024,53061,,2025-06-01,MBS
1425,9,2024,162467,GD,2025-06-01,TBA
1426,9,2024,32410,NGD,2025-06-01,TBA
1427,9,2024,22148,,2025-06-01,ABS
1428,8,2024,55949,,2025-06-01,MBS
1429,8,2024,178975,GD,2025-06-01,TBA
1430,8,2024,30781,NGD,2025-06-01,TBA
1431,8,2024,32610,,2025-06-01,ABS
1432,7,2024,48600,,2025-06-01,MBS
1433,7,2024,171460,GD,2025-06-01,TBA
1434,7,2024,26570,NGD,2025-06-01,TBA
1435,7,2024,24221,,2025-06-01,ABS
1436,6,2024,46753,,2025-06-01,MBS
1437,6,2024,166446,GD,2025-06-01,TBA
1438,6,2024,25341,NGD,2025-06-01,TBA
1439,6,2024,20735,,2025-06-01,ABS
1440,6,2025,48552,,2025-07-01,MBS
1441,6,2025,171555,GD,2025-07-01,TBA
1442,6,2025,30222,NGD,2025-07-01,TBA
1443,6,2025,20776,,2025-07-01,ABS
1444,5,2025,49405,,2025-07-01,MBS
1445,5,2025,170025,GD,2025-07-01,TBA
1446,5,2025,28019,NGD,2025-07-01,TBA
1447,5,2025,26515,,2025-07-01,ABS
1448,4,2025,49553,,2025-07-01,MBS
1449,4,2025,157049,GD,2025-07-01,TBA
1450,4,2025,28155,NGD,2025-07-01,TBA
1451,4,2025,24055,,2025-07-01,ABS
1452,3,2025,48288,,2025-07-01,MBS
1453,3,2025,169500,GD,2025-07-01,TBA
1454,3,2025,26275,NGD,2025-07-01,TBA
1455,3,2025,25286,,2025-07-01,ABS
1456,2,2025,61860,,2025-07-01,MBS
1457,2,2025,161541,GD,2025-07-01,TBA
1458,2,2025,24509,NGD,2025-07-01,TBA
1459,2,2025,21251,,2025-07-01,ABS
1460,1,2025,52893,,2025-07-01,MBS
1461,1,2025,178120,GD,2025-07-01,TBA
1462,1,2025,29836,NGD,2025-07-01,TBA
1463,1,2025,32829,,2025-07-01,ABS
1464,12,2024,49310,,2025-07-01,MBS
1465,12,2024,168676,GD,2025-07-01,TBA
1466,12,2024,32557,NGD,2025-07-01,TBA
1467,12,2024,25847,,2025-07-01,ABS
1468,11,2024,50264,,2025-07-01,MBS
1469,11,2024,165262,GD,2025-07-01,TBA
1470,11,2024,33329,NGD,2025-07-01,TBA
1471,11,2024,27275,,2025-07-01,ABS
1472,10,2024,51162,,2025-07-01,MBS
1473,10,2024,169693,GD,2025-07-01,TBA
1474,10,2024,30117,NGD,2025-07-01,TBA
1475,10,2024,23464,,2025-07-01,ABS
1476,9,2024,53061,,2025-07-01,MBS
1477,9,2024,162467,GD,2025-07-01,TBA
1478,9,2024,32410,NGD,2025-07-01,TBA
1479,9,2024,22148,,2025-07-01,ABS
1480,8,2024,55949,,2025-07-01,MBS
1481,8,2024,178975,GD,2025-07-01,TBA
1482,8,2024,30781,NGD,2025-07-01,TBA
1483,8,2024,32610,,2025-07-01,ABS
1484,7,2024,48600,,2025-07-01,MBS
1485,7,2024,171460,GD,2025-07-01,TBA
1486,7,2024,26570,NGD,2025-07-01,TBA
1487,7,2024,24221,,2025-07-01,ABS
1488,7,2025,48938,,2025-08-01,MBS
1489,7,2025,172006,GD,2025-08-01,TBA
1490,7,2025,32595,NGD,2025-08-01,TBA
1491,7,2025,23038,,2025-08-01,ABS
1492,6,2025,48568,,2025-08-01,MBS
1493,6,2025,171819,GD,2025-08-01,TBA
1494,6,2025,30362,NGD,2025-08-01,TBA
1495,6,2025,20776,,2025-08-01,ABS
1496,5,2025,49405,,2025-08-01,MBS
1497,5,2025,170050,GD,2025-08-01,TBA
1498,5,2025,27673,NGD,2025-08-01,TBA
1499,5,2025,26515,,2025-08-01,ABS
1500,4,2025,49553,,2025-08-01,MBS
1501,4,2025,157049,GD,2025-08-01,TBA
1502,4,2025,28121,NGD,2025-08-01,TBA
1503,4,2025,24055,,2025-08-01,ABS
1504,3,2025,48288,,2025-08-01,MBS
1505,3,2025,169500,GD,2025-08-01,TBA
1506,3,2025,26275,NGD,2025-08-01,TBA
1507,3,2025,25286,,2025-08-01,ABS
1508,2,2025,61860,,2025-08-01,MBS
1509,2,2025,161541,GD,2025-08-01,TBA
1510,2,2025,24509,NGD,2025-08-01,TBA
1511,2,2025,21251,,2025-08-01,ABS
1512,1,2025,52893,,2025-08-01,MBS
1513,1,2025,178120,GD,2025-08-01,TBA
1514,1,2025,29836,NGD,2025-08-01,TBA
1515,1,2025,32829,,2025-08-01,ABS
1516,12,2024,49310,,2025-08-01,MBS
1517,12,2024,168676,GD,2025-08-01,TBA
1518,12,2024,32557,NGD,2025-08-01,TBA
1519,12,2024,25847,,2025-08-01,ABS
1520,11,2024,50264,,2025-08-01,MBS
1521,11,2024,165262,GD,2025-08-01,TBA
1522,11,2024,33329,NGD,2025-08-01,TBA
1523,11,2024,27275,,2025-08-01,ABS
1524,10,2024,51162,,2025-08-01,MBS
1525,10,2024,169693,GD,2025-08-01,TBA
1526,10,2024,30117,NGD,2025-08-01,TBA
1527,10,2024,23464,,2025-08-01,ABS
1528,9,2024,53061,,2025-08-01,MBS
1529,9,2024,162467,GD,2025-08-01,TBA
1530,9,2024,32410,NGD,2025-08-01,TBA
1531,9,2024,22148,,2025-08-01,ABS
1532,8,2024,55949,,2025-08-01,MBS
1533,8,2024,178975,GD,2025-08-01,TBA
1534,8,2024,30781,NGD,2025-08-01,TBA
1535,8,2024,32610,,2025-08-01,ABS
1536,8,2025,52576,,2025-09-01,MBS
1537,8,2025,167216,GD,2025-09-01,TBA
1538,8,2025,31513,NGD,2025-09-01,TBA
1539,8,2025,25629,,2025-09-01,ABS
1540,7,2025,49171,,2025-09-01,MBS
1541,7,2025,172021,GD,2025-09-01,TBA
1542,7,2025,33014,NGD,2025-09-01,TBA
1543,7,2025,23038,,2025-09-01,ABS
1544,6,2025,48568,,2025-09-01,MBS
1545,6,2025,171854,GD,2025-09-01,TBA
1546,6,2025,30551,NGD,2025-09-01,TBA
1547,6,2025,20776,,2025-09-01,ABS
1548,5,2025,49405,,2025-09-01,MBS
1549,5,2025,170050,GD,2025-09-01,TBA
1550,5,2025,27374,NGD,2025-09-01,TBA
1551,5,2025,26515,,2025-09-01,ABS
1552,4,2025,49553,,2025-09-01,MBS
1553,4,2025,157049,GD,2025-09-01,TBA
1554,4,2025,28121,NGD,2025-09-01,TBA
1555,4,2025,24055,,2025-09-01,ABS
1556,3,2025,48288,,2025-09-01,MBS
1557,3,2025,169500,GD,2025-09-01,TBA
1558,3,2025,26275,NGD,2025-09-01,TBA
1559,3,2025,25286,,2025-09-01,ABS
1560,2,2025,61860,,2025-09-01,MBS
1561,2,2025,161541,GD,2025-09-01,TBA
1562,2,2025,24509,NGD,2025-09-01,TBA
1563,2,2025,21251,,2025-09-01,ABS
1564,1,2025,52893,,2025-09-01,MBS
1565,1,2025,178120,GD,2025-09-01,TBA
1566,1,2025,29836,NGD,2025-09-01,TBA
1567,1,2025,32829,,2025-09-01,ABS
1568,12,2024,49310,,2025-09-01,MBS
1569,12,2024,168676,GD,2025-09-01,TBA
1570,12,2024,32557,NGD,2025-09-01,TBA
1571,12,2024,25847,,2025-09-01,ABS
1572,11,2024,50264,,2025-09-01,MBS
1573,11,2024,165262,GD,2025-09-01,TBA
1574,11,2024,33329,NGD,2025-09-01,TBA
1575,11,2024,27275,,2025-09-01,ABS
1576,10,2024,51162,,2025-09-01,MBS
1577,10,2024,169693,GD,2025-09-01,TBA
1578,10,2024,30117,NGD,2025-09-01,TBA
1579,10,2024,23464,,2025-09-01,ABS
1580,9,2024,53061,,2025-09-01,MBS
1581,9,2024,162467,GD,2025-09-01,TBA
1582,9,2024,32410,NGD,2025-09-01,TBA
1583,9,2024,22148,,2025-09-01,ABS
1584,9,2025,51488,,2025-10-01,MBS
1585,9,2025,177248,GD,2025-10-01,TBA
1586,9,2025,33995,NGD,2025-10-01,TBA
1587,9,2025,24113,,2025-10-01,ABS
1588,8,2025,52591,,2025-10-01,MBS
1589,8,2025,167233,GD,2025-10-01,TBA
1590,8,2025,32831,NGD,2025-10-01,TBA
1591,8,2025,25629,,2025-10-01,ABS
1592,7,2025,49171,,2025-10-01,MBS
1593,7,2025,172046,GD,2025-10-01,TBA
1594,7,2025,33162,NGD,2025-10-01,TBA
1595,7,2025,23038,,2025-10-01,ABS
1596,6,2025,48568,,2025-10-01,MBS
1597,6,2025,171854,GD,2025-10-01,TBA
1598,6,2025,30551,NGD,2025-10-01,TBA
1599,6,2025,20776,,2025-10-01,ABS
1600,5,2025,49405,,2025-10-01,MBS
1601,5,2025,170050,GD,2025-10-01,TBA
1602,5,2025,27374,NGD,2025-10-01,TBA
1603,5,2025,26515,,2025-10-01,ABS
1604,4,2025,49553,,2025-10-01,MBS
1605,4,2025,157049,GD,2025-10-01,TBA
1606,4,2025,28121,NGD,2025-10-01,TBA
1607,4,2025,24055,,2025-10-01,ABS
1608,3,2025,48288,,2025-10-01,MBS
1609,3,2025,169500,GD,2025-10-01,TBA
1610,3,2025,26274,NGD,2025-10-01,TBA
1611,3,2025,25286,,2025-10-01,ABS
1612,2,2025,61860,,2025-10-01,MBS
1613,2,2025,161541,GD,2025-10-01,TBA
1614,2,2025,24509,NGD,2025-10-01,TBA
1615,2,2025,21251,,2025-10-01,ABS
1616,1,2025,52893,,2025-10-01,MBS
1617,1,2025,178120,GD,2025-10-01,TBA
1618,1,2025,29836,NGD,2025-10-01,TBA
1619,1,2025,32829,,2025-10-01,ABS
1620,12,2024,49310,,2025-10-01,MBS
1621,12,2024,168676,GD,2025-10-01,TBA
1622,12,2024,32557,NGD,2025-10-01,TBA
1623,12,2024,25847,,2025-10-01,ABS
1624,11,2024,50264,,2025-10-01,MBS
1625,11,2024,165262,GD,2025-10-01,TBA
1626,11,2024,33329,NGD,2025-10-01,TBA
1627,11,2024,27275,,2025-10-01,ABS
1628,10,2024,51162,,2025-10-01,MBS
1629,10,2024,169693,GD,2025-10-01,TBA
1630,10,2024,30117,NGD,2025-10-01,TBA
1631,10,2024,23464,,2025-10-01,ABS
1632,10,2025,47471,,2025-11-01,MBS
1633,10,2025,175851,GD,2025-11-01,TBA
1634,10,2025,40049,NGD,2025-11-01,TBA
1635,10,2025,21190,,2025-11-01,ABS
1636,9,2025,51519,,2025-11-01,MBS
1637,9,2025,177268,GD,2025-11-01,TBA
1638,9,2025,33844,NGD,2025-11-01,TBA
1639,9,2025,24113,,2025-11-01,ABS
1640,8,2025,52591,,2025-11-01,MBS
1641,8,2025,167237,GD,2025-11-01,TBA
1642,8,2025,33169,NGD,2025-11-01,TBA
1643,8,2025,25629,,2025-11-01,ABS
1644,7,2025,49171,,2025-11-01,MBS
1645,7,2025,172046,GD,2025-11-01,TBA
1646,7,2025,33244,NGD,2025-11-01,TBA
1647,7,2025,23038,,2025-11-01,ABS
1648,6,2025,48568,,2025-11-01,MBS
1649,6,2025,171854,GD,2025-11-01,TBA
1650,6,2025,30551,NGD,2025-11-01,TBA
1651,6,2025,20776,,2025-11-01,ABS
1652,5,2025,49405,,2025-11-01,MBS
1653,5,2025,170050,GD,2025-11-01,TBA
1654,5,2025,27374,NGD,2025-11-01,TBA
1655,5,2025,26515,,2025-11-01,ABS
1656,4,2025,49553,,2025-11-01,MBS
1657,4,2025,157049,GD,2025-11-01,TBA
1658,4,2025,28121,NGD,2025-11-01,TBA
1659,4,2025,24055,,2025-11-01,ABS
1660,3,2025,48288,,2025-11-01,MBS
1661,3,2025,169500,GD,2025-11-01,TBA
1662,3,2025,26273,NGD,2025-11-01,TBA
1663,3,2025,25286,,2025-11-01,ABS
1664,2,2025,61860,,2025-11-01,MBS
1665,2,2025,161541,GD,2025-11-01,TBA
1666,2,2025,24509,NGD,2025-11-01,TBA
1667,2,2025,21251,,2025-11-01,ABS
1668,1,2025,52893,,2025-11-01,MBS
1669,1,2025,178120,GD,2025-11-01,TBA
1670,1,2025,29836,NGD,2025-11-01,TBA
1671,1,2025,32829,,2025-11-01,ABS
1672,12,2024,49310,,2025-11-01,MBS
1673,12,2024,168676,GD,2025-11-01,TBA
1674,12,2024,32557,NGD,2025-11-01,TBA
1675,12,2024,25847,,2025-11-01,ABS
1676,11,2024,50264,,2025-11-01,MBS
1677,11,2024,165262,GD,2025-11-01,TBA
1678,11,2024,33329,NGD,2025-11-01,TBA
1679,11,2024,27275,,2025-11-01,ABS
